"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
967,669371,"Henry, Cole",969,99.8,0.219,0.148,0.261,0.367,0.328,0.326,0.213,43,196,88.4,23.3,2531,89.5,89.99,106,414,553,0.5,6.65,111,149,121,149,302,323,299,"-1.262","1.262","68.6","7.1",241,146,28,8,0,7,52,21.6,32,13.3,2.19743,0.70979,0.40797,-0.10921,"91.9",160,36.986301369863014,7.534246575342466,4.564315352697095,5.32,-2.09,0.23,2.54,0.358,11,"0.130506722",0.356,0.36,"-0.130506722",0.006,0.0020000000000000018,0.007,0.002,25.6,"22.6",9.317647311684988,-0.8471005225853167,30.324590741746402,0.5450121654501217,36.127975952843194,29.637194567962197
899,657612,"Hill, Tim",912,98.6,0.231,0.131,0.242,0.363,0.274,0.288,0.244,58,251,89.6,-2.1,2064,88.4,88.46,80,487,412,0.09999999999999432,6.6,113,149,119,150,289,314,284,"4.789","-4.789","69.9","6.7",269,215,41,9,0,8,37,13.8,16,5.9,3.34826,-0.39962,1.30598,-0.00258,"92.6",114,45.32710280373832,7.943925233644859,6.319702602230483,3.03,3.96,0.45,2.42,0.276,17,"-0.532703003",0.289,0.38,"0.532703003",-0.013,-0.012999999999999956,-0.017,-0.014,16.4,"-24.3",1.7946823953602298,10.385502790417062,32.413348240894514,0.3547008547008547,36.628495546210296,23.935378572973484
841,694037,"Palencia, Daniel",845,99.5,0.224,0.138,0.298,0.362,0.284,0.283,0.227,44,196,89.1,13.7,2274,96.5,97.02,118,429,412,0.5,6.63,114,150,117,152,297,320,299,"7.133","-7.133","68.1","6.8",215,136,30,6,3,5,61,28.4,16,7.4,1.51633,0.96018,0.70927,-0.05513,"91.5",176,48.529411764705884,4.411764705882353,2.7906976744186047,5.55,-1.2,0.03,2.79,0.288,6,"-0.848156956",0.291,0.354,"0.848156956",-0.003,-0.0030000000000000027,0.008,0.001,27.5,"34.4",6.6079141601207185,4.606070277165432,30.338830446182293,0.475177304964539,36.49438377366305,26.783242813885042
839,573204,"Thielbar, Caleb",842,99.6,0.186,0.127,0.226,0.314,0.236,0.245,0.201,38,204,87.5,19.7,2446,85.6,85.44,112,417,422,-0.19999999999998863,6.22,113,150,116,152,299,320,298,"13.785","-13.785","69.0","7.3",220,151,23,9,1,5,56,25.5,13,5.9,2.81297,0.37795,-0.27456,-0.08391,"91.3",159,31.788079470198678,6.622516556291391,4.545454545454546,6.15,0.09,-0.15,2.27,0.232,10,"-1.643027414",0.247,0.316,"1.643027414",-0.015,-0.014999999999999986,-0.002,-0.009,26.9,"55.6",11.161660654248546,-4.352299305916736,30.192825440920494,0.5679611650485437,37.51714702906936,32.18855591637624
832,643410,"Leiter Jr., Mark",832,100,0.289,0.137,0.374,0.426,0.343,0.299,0.235,57,197,86.8,13.4,1687,86,86.39,110,378,454,0.4000000000000057,6.67,110,146,116,149,289,320,286,"-5.177","5.177","69.1","7.3",219,144,41,10,1,5,54,24.7,17,7.8,3.0004,0.1876,0.44895,-0.07179,"91.6",142,33.56643356643357,5.594405594405594,3.65296803652968,5.79,-1.03,-0.07,2.01,0.356,8,"0.622235577",0.309,0.358,"-0.622235577",0.054,0.046999999999999986,0.068,0.044,29.1,"50.1",11.976777814515446,-7.0225572860289445,31.50126627497274,0.5205479452054794,37.00006607955516,34.892341678779474
800,519141,"Pomeranz, Drew",805,99.4,0.21,0.094,0.275,0.304,0.265,0.29,0.218,38,181,89.6,16.8,2563,90.6,89.9,98,400,400,-0.6999999999999886,5.79,109,150,117,151,299,320,297,"6.816","-6.816","68.9","6.9",203,126,31,2,0,5,57,28.1,15,7.4,1.90745,0.87976,-0.00556,0.02323,"91.6",170,42.857142857142854,8.73015873015873,5.41871921182266,6.22,2.37,0.06,2.67,0.287,11,"-0.852",0.296,0.357,"0.852",-0.008,-0.009000000000000008,-0.053,-0.025,24.5,"39.3",6.141076914303558,5.235479141516531,31.027261211598066,0.5140664961636828,36.43672744480267,25.415510162258286
792,518585,"Cruz, Fernando",793,99.9,0.192,0.128,0.292,0.32,0.281,0.287,0.201,33,172,86.8,16.3,1399,85.1,86.09,158,340,452,1,6.97,111,149,121,151,291,320,285,"5.556","-5.556","66.5","7.8",200,101,21,7,0,5,72,36,24,12,2.7442,0.45456,0.45464,0.16627,"92.1",148,38.613861386138616,8.91089108910891,4.5,6.02,-2.24,0.04,1.92,0.3,9,"-0.701515152",0.308,0.324,"0.701515152",-0.009,-0.008000000000000007,-0.004,-0.006,46.5,"48.7",16.53799848177999,-18.346686423154598,32.124489402113326,0.41916167664670656,36.43700452426302,41.119998456689935
788,676917,"Cavalli, Cade",790,99.7,0.289,0.157,0.331,0.447,0.347,0.315,0.262,57,197,87.4,3.5,2265,92.5,92.81,109,391,397,0.29999999999999716,6.54,111,148,116,150,301,325,296,"-5.007","5.007","70.0","7.1",219,158,41,8,1,7,40,18.3,15,6.8,2.40332,0.29237,0.35571,-0.07352,"92.5",140,42.038216560509554,4.45859872611465,3.1963470319634704,6.18,-2.36,-0.01,2.29,0.35,7,"0.635406091",0.326,0.387,"-0.635406091",0.027,0.023999999999999966,0.06,0.032,27.9,"43.9",7.808661230536724,1.6681034034664541,33.160305867079195,0.47643979057591623,36.251659351504834,27.833287255713554
704,573186,"Stroman, Marcus",705,99.9,0.282,0.186,0.304,0.468,0.356,0.363,0.278,44,156,89.8,11.7,2422,86.4,85.75,64,333,371,-0.7000000000000028,5.85,114,149,119,152,296,321,285,"-5.376","5.376","70.7","7.4",175,131,27,11,0,6,26,14.9,16,9.1,2.83911,0.23638,0.10148,-0.04556,"92.6",145,50,10.76923076923077,8,5.25,-1.06,0.19,2.16,0.354,14,"0.763636364",0.352,0.49,"-0.763636364",0.004,0.0020000000000000018,-0.022,-0.007,19.2,"33.2",10.057152304975281,-1.7175226462909197,34.207854401474364,0.5412844036697247,36.657415389735014,31.37823451059306
674,829272,"Ogasawara, Shinnosuke",674,100,0.289,0.235,0.298,0.523,0.377,0.353,0.265,43,149,89.8,13.1,2203,83.4,83.08,72,307,367,-0.30000000000001137,6.19,113,150,120,149,300,325,296,"-13.812","13.812","69.9","7.4",173,123,26,8,0,9,30,17.3,17,9.8,2.96151,0.41119,0.35498,-0.25751,"92.1",167,41.46341463414634,10.569105691056912,7.514450867052023,5.7,1.57,-0.32,2.24,0.364,13,"2.04925816",0.349,0.464,"-2.04925816",0.024,0.015000000000000013,0.059,0.024,23.5,"47.6",10.91768716187871,-4.736701014732043,32.11069090317858,0.45,37.305544808952845,33.82571179026616
673,623167,"Flexen, Chris",673,100,0.232,0.14,0.226,0.372,0.285,0.347,0.281,38,164,89.9,14.3,2398,86.5,86.26,56,335,338,-0.20000000000000284,6.19,111,149,116,151,298,321,295,"5.123","-5.123","69.9","7.2",178,144,29,2,0,7,22,12.4,12,6.7,2.65073,0.48199,-0.23215,-0.13345,"91.6",159,41.66666666666667,9.027777777777777,7.303370786516854,6.82,-0.69,0.03,2.49,0.281,13,"-0.761218425",0.328,0.475,"0.761218425",-0.049,-0.046999999999999986,-0.103,-0.062,16.7,"64.9",9.447092740591394,-1.3280272375548063,30.07737660593541,0.5555555555555556,37.8302442002202,30.729129465865878
661,519151,"Pressly, Ryan",661,100,0.287,0.163,0.317,0.45,0.356,0.346,0.283,46,160,90.4,7.7,2714,89.2,89.21,53,304,357,0,6.33,114,150,116,151,298,320,298,"-4.53","4.53","70.0","7.1",182,134,32,8,0,6,28,15.4,17,9.3,2.49655,0.40362,-0.24852,0.00588,"92.7",136,50,6.7164179104477615,4.945054945054945,5.9,-0.62,-0.09,2.16,0.363,9,"0.685325265",0.359,0.427,"-0.685325265",0.004,0.0040000000000000036,0.023,0.01,17.4,"55.7",7.689806832169719,1.214540939758751,33.36262737134308,0.49337748344370863,36.81551840287765,28.681500587792126
641,641656,"Hamilton, Ian",642,99.8,0.201,0.151,0.247,0.353,0.296,0.313,0.222,28,139,88.8,15.9,1944,92.2,91.02,88,317,324,-1.2000000000000028,5.67,111,148,121,150,293,321,286,"2.144","-2.144","68.3","7.2",166,100,18,4,1,5,42,25.3,22,13.3,2.03066,0.67178,0.79181,0.07443,"91.9",171,36.36363636363637,10.1010101010101,6.024096385542169,5.88,-2.72,0.04,2.21,0.313,10,"-0.334477379",0.331,0.377,"0.334477379",-0.021,-0.018000000000000016,-0.024,-0.017,27.8,"36.2",9.883025137844179,-2.0241415242104903,32.871303421147324,0.4577922077922078,37.312775531963865,30.578096781896196
624,687863,"Hodge, Porter",628,99.4,0.268,0.276,0.313,0.543,0.377,0.318,0.234,34,127,89.3,14.3,2502,90.5,91.9,77,288,336,1.4000000000000057,7.23,112,149,117,150,300,324,300,"-4.776","4.776","68.2","7.1",147,89,19,4,2,9,40,27.2,18,12.2,2.11513,0.71638,-0.57659,-0.10849,"91.4",163,38.63636363636363,9.090909090909092,5.442176870748299,5.64,-2.78,0.07,2.43,0.354,8,"0.765384615",0.328,0.4,"-0.765384615",0.034,0.025999999999999968,0.143,0.059,26.7,"40.5",8.745417954751979,-0.46243258192319026,30.799599123638163,0.4412811387900356,37.09426611965317,30.415333804588936
594,640448,"Finnegan, Kyle",855,69.5,0.248,0.138,0.295,0.386,0.301,0.295,0.24,36,145,88.4,12.5,1877,93,93.53,64,295,299,0.5,6.65,111,148,120,149,304,327,304,"3.254","-3.254","70.4","7.1",163,116,25,5,3,3,32,19.6,14,8.6,1.64298,1.02066,0.80737,-0.08384,"91.6",158,38.793103448275865,8.620689655172415,6.134969325153374,5.72,-2.12,-0.08,2.36,0.315,10,"-0.547811448",0.31,0.357,"0.547811448",0.008,0.0050000000000000044,0.029,0.006,21.7,"49.6",7.917484043908168,1.1136863698401354,31.47309417494364,0.5017182130584192,35.98842175886665,28.16145049718241
590,660787,"De los Santos, Yerry",592,99.7,0.266,0.065,0.324,0.331,0.307,0.322,0.27,37,139,88.1,4.1,1983,92.5,92.69,62,273,317,0.20000000000000284,6.49,113,149,124,151,294,322,288,"0.357","-0.357","70.7","7.2",160,114,30,6,0,1,28,17.5,17,10.6,2.19646,0.49476,1.1672,0.20954,"92.2",134,41.228070175438596,5.263157894736842,3.75,5.97,-2.13,0,2.09,0.348,6,"-0.060508475",0.352,0.368,"0.060508475",-0.004,-0.0040000000000000036,-0.037,-0.015,22.7,"29.2",8.00770257349537,0.1868310680178918,32.61758648279499,0.43656716417910446,36.44090859181897,30.080342924021252
567,665871,"Assad, Javier",567,100,0.243,0.14,0.27,0.382,0.31,0.337,0.28,33,136,88.5,9.5,2038,88.7,89.14,43,261,306,0.3999999999999915,6.51,110,150,118,151,300,325,298,"2.203","-2.203","71.1","7.0",153,114,23,4,3,3,23,15,12,7.8,2.22178,0.70347,0.30025,0.01046,"91.9",162,40.35087719298245,3.508771929824561,2.6143790849673203,5.97,-1.65,0.28,2.3,0.32,4,"-0.388536155",0.354,0.407,"0.388536155",-0.037,-0.033999999999999975,-0.025,-0.027,16.5,"51.8",6.356262875379977,6.009504249628934,32.610130143694505,0.4722222222222222,37.25263479245703,27.32643404849557
545,674285,"Salazar, Eduardo",545,100,0.359,0.252,0.392,0.611,0.443,0.371,0.293,47,131,88.7,7.8,2047,92.3,93.01,54,261,284,0.7000000000000028,6.69,114,148,123,149,303,322,301,"-17.33","17.33","69.7","6.9",151,110,29,10,1,7,23,15.2,17,11.3,2.2309,0.46048,0.67017,-0.06645,"92.6",160,44.95412844036697,9.174311926605505,6.622516556291391,5.55,-1.87,0.08,2.46,0.433,10,"3.179816514",0.378,0.473,"-3.179816514",0.066,0.05499999999999999,0.138,0.072,20.7,"35.1",5.9598856518070065,5.739861112880629,32.070055109002915,0.48031496062992124,36.79180728449794,26.469871738584526
514,471911,"Carrasco, Carlos",779,66,0.298,0.229,0.32,0.527,0.371,0.341,0.282,39,131,90.5,14.4,2043,86.9,87.72,54,239,275,0.7999999999999972,6.76,113,149,119,152,290,320,285,"-7.127","7.127","70.5","7.5",142,107,23,9,0,7,25,17.6,10,7,2.66837,0.36943,0.32852,-0.09366,"93.1",146,42.45283018867924,12.264150943396226,9.15492957746479,5.86,-1.32,-0.03,2.03,0.345,13,"1.386575875",0.334,0.445,"-1.386575875",0.016,0.010999999999999954,0.082,0.03,22.6,"34.6",13.441405530898997,-7.328105051416015,33.41558257920075,0.5404255319148936,36.94394845948161,34.023372186368874
501,687377,"Ribalta, Orlando",502,99.8,0.277,0.228,0.31,0.505,0.383,0.361,0.251,28,101,85.9,18.5,2368,91.9,92.02,63,244,257,0.09999999999999432,6.43,110,150,121,149,301,323,296,"-6.994","6.994","69.4","7.4",120,77,17,5,0,6,25,20.8,17,14.2,1.69359,1.03565,0.54539,0.07078,"91.3",169,32.467532467532465,11.688311688311687,7.5,6.4,-1.78,-0.18,2.56,0.383,9,"1.396007984",0.362,0.466,"-1.396007984",0.026,0.02100000000000002,0.039,0.022,25.8,"39.6",12.92789251895825,-5.682571338012921,30.473509284809182,0.5083333333333333,37.14428285135733,32.32722580429772
500,663455,"Pilkington, Konnor",500,100,0.216,0.255,0.238,0.471,0.346,0.383,0.259,22,102,90.6,17.1,2242,90.8,91,65,223,277,0.20000000000000284,6.54,110,149,119,149,299,324,298,"-4.441","4.441","70.1","7.2",123,70,10,5,0,7,34,27.6,17,13.8,2.05204,0.76159,0.88082,-0.40441,"92.0",190,44.285714285714285,15.714285714285714,8.94308943089431,5.7,2.77,-0.04,2.27,0.333,11,"0.8882",0.371,0.522,"-0.8882",-0.043,-0.03799999999999998,-0.051,-0.037,29.1,"29.3",8.31929250479126,2.0737293342846557,31.957637669086647,0.48868778280542985,39.01302908086461,28.575631760470536
467,642528,"Loáisiga, Jonathan",479,97.5,0.281,0.24,0.303,0.521,0.367,0.298,0.242,34,121,85.9,7.9,2232,93.6,93.85,66,249,218,0.20000000000000284,6.5,115,150,120,151,293,322,285,"-6.836","6.836","70.8","7.3",135,96,19,8,0,7,25,18.5,10,7.4,2.13587,0.49224,0.99507,0.10818,"91.6",128,35.78947368421053,6.315789473684211,4.444444444444445,5.4,-2.24,-0.25,2.13,0.351,6,"1.463811563",0.316,0.377,"-1.463811563",0.039,0.034999999999999976,0.144,0.069,26.5,"44.6",10.214175665508932,-3.259800615148457,32.63053457271258,0.4959016393442623,35.534772118037345,30.661785765744877
465,690925,"Beeter, Clayton",465,100,0.155,0.119,0.204,0.274,0.269,0.304,0.2,13,84,87.4,17.5,2623,92.3,91.68,69,210,255,-0.5999999999999943,5.92,113,149,119,151,300,326,294,"3.993","-3.993","67.8","7.3",104,53,9,1,0,3,33,31.7,18,17.3,2.08843,0.60703,0.00577,-0.002,"90.8",174,32.075471698113205,9.433962264150944,4.807692307692308,6.1,-1.21,0.01,2.36,0.301,5,"-0.858709677",0.338,0.328,"0.858709677",-0.045,-0.03700000000000003,-0.054,-0.035,32.9,"51.5",7.8884183549517095,0.04393168337711323,32.10707762071322,0.4492753623188406,35.67744337433052,29.36801859038235
459,694350,"Brzykcy, Zach",460,99.8,0.292,0.24,0.333,0.531,0.393,0.369,0.277,28,96,90.9,21.6,2326,90.4,90.88,63,233,226,0.5,6.57,114,149,125,150,300,324,302,"-5","5","69.4","7.2",110,72,17,5,0,6,24,21.8,12,10.9,2.01628,0.79826,0.51216,-0.23246,"91.6",190,44.44444444444444,8.333333333333332,5.454545454545454,5.89,-1.27,-0.19,2.62,0.382,6,"1.089324619",0.369,0.476,"-1.089324619",0.015,0.013000000000000012,0.055,0.024,27,"51.4",10.567287484850175,-0.7956555296832488,29.38368800423748,0.5859030837004405,37.831411733409865,30.103465312688236
419,676571,"Poulin, PJ",419,100,0.247,0.086,0.318,0.333,0.307,0.308,0.231,23,93,89.3,13.8,2082,85.4,85.45,49,184,235,0.09999999999999432,6.46,112,149,120,149,300,324,296,"1.668","-1.668","70.2","7.2",110,68,19,2,0,2,27,24.5,13,11.8,2.75499,0.43062,0.75031,-0.36267,"92.1",153,41.7910447761194,4.477611940298507,2.727272727272727,4.37,2.5,-0.05,2.28,0.345,3,"-0.398090692",0.337,0.342,"0.398090692",0.016,0.007999999999999952,-0.009,-0.001,26.6,"15.8",9.121544951301601,-1.3697967658657497,33.484754568896236,0.4576271186440678,37.354987526183,30.29703339380329
417,674841,"Alvarez, Andrew",418,99.8,0.184,0.057,0.227,0.241,0.241,0.267,0.212,16,87,87.4,8.1,2486,86,86.2,36,162,255,0.20000000000000284,6.44,107,151,120,148,302,327,297,"4.809","-4.809","70.0","7.2",98,67,13,2,0,1,20,20.4,10,10.2,3.00573,0.10545,-0.09174,0.08845,"92.1",126,37.3134328358209,2.9850746268656714,2.0408163265306123,6.32,1.38,0.02,2.33,0.276,2,"-1.15323741",0.301,0.281,"1.15323741",-0.028,-0.024999999999999967,-0.04,-0.026,22.2,"46.4",8.574416371427155,0.2995280860070014,31.471276768686437,0.49056603773584906,36.659555355511586,30.093342882271514
404,518489,"Brasier, Ryan",404,100,0.276,0.133,0.321,0.408,0.306,0.335,0.298,27,98,88.9,9.4,2308,90.3,91.42,43,207,197,1.1000000000000085,6.92,114,150,116,151,298,317,295,"0.456","-0.456","70.0","7.3",105,80,18,7,0,2,20,19,5,4.8,2.01084,0.80182,0.27246,0.2127,"92.2",143,44.303797468354425,6.329113924050633,4.761904761904762,5.68,-1.65,0.24,2.37,0.305,5,"-0.112871287",0.33,0.441,"0.112871287",-0.022,-0.025000000000000022,-0.033,-0.029,20.8,"38.5",10.920845826723326,-2.040540655268566,31.600859720069536,0.5297029702970297,35.91484190962253,31.236990121213214
402,670280,"Bednar, David",1032,39,0.159,0.114,0.235,0.273,0.231,0.251,0.185,14,88,89.8,10.3,2282,88.5,88.61,67,189,213,0.09999999999999432,6.45,115,148,120,150,293,323,284,"4.76","-4.76","69.7","7.2",97,53,8,4,0,2,35,36.1,9,9.3,2.56455,0.45107,0.13597,-0.05428,"91.8",141,43.39622641509434,7.547169811320755,4.123711340206185,5.91,-1.67,0.16,2.3,0.237,4,"-1.184079602",0.261,0.295,"1.184079602",-0.026,-0.02400000000000002,-0.022,-0.02,35.4,"38.8",10.658794586098242,-2.483720077207566,30.266618151651084,0.4782608695652174,37.817642725729044,32.28061485965076
387,605347,"López, Jorge",388,99.7,0.266,0.096,0.308,0.362,0.302,0.355,0.305,25,94,91.9,9,2085,89.9,90.04,33,193,194,0.09999999999999432,6.39,110,147,119,148,302,320,298,"1.82","-1.82","69.6","7.3",105,79,20,2,2,1,17,16.2,6,5.7,2.46917,0.3906,0.48705,0.07114,"92.4",130,50.63291139240506,6.329113924050633,4.761904761904762,5.95,-1.46,0,2.34,0.324,5,"-0.470284238",0.359,0.465,"0.470284238",-0.039,-0.034999999999999976,-0.103,-0.053,17.1,"40.1",9.625255017317766,-0.7427934652244768,33.91840664642528,0.45454545454545453,35.195653955378795,29.659538715523055
381,605177,"Chafin, Andrew",614,62.1,0.267,0.053,0.339,0.32,0.316,0.309,0.235,20,75,85.7,10.1,2227,86.2,86.45,45,173,208,0.20000000000000284,6.52,110,149,119,150,299,322,300,"1.445","-1.445","68.2","7.3",88,58,18,1,0,1,18,20.5,12,13.6,2.51669,0.58942,0.60554,-0.10533,"91.0",133,34.48275862068966,3.4482758620689653,2.272727272727273,6.57,2.04,0.06,1.87,0.368,2,"-0.379265092",0.341,0.339,"0.379265092",0.032,0.02699999999999997,-0.019,0.007,26,"51.4",9.961905555901133,-8.418564271326447,34.091608145861116,0.46153846153846156,36.15954515765834,35.018687869876075
366,687396,"Headrick, Brent",370,98.9,0.202,0.202,0.26,0.405,0.289,0.277,0.209,17,84,88.9,19.8,2171,89.9,90.6,72,211,155,0.6999999999999886,6.87,110,150,120,151,294,320,284,"1.737","-1.737","68.3","7.2",92,54,8,5,0,4,30,32.6,7,7.6,1.77148,1.10068,0.46951,-0.23811,"91.1",176,42.592592592592595,9.25925925925926,5.434782608695652,6.43,1.39,0.25,2.47,0.272,5,"-0.474590164",0.278,0.359,"0.474590164",-0.007,-0.006000000000000005,0.046,0.012,34.1,"42.9",11.028681213119869,-2.97437353288958,30.256742026566023,0.4807692307692308,38.74609732343775,31.82401189187324
353,657240,"Merryweather, Julian",358,98.6,0.303,0.171,0.35,0.474,0.365,0.396,0.323,23,76,92.5,10,2157,90,90.22,30,156,197,0.20000000000000284,6.46,116,149,115,151,296,319,297,"-3.425","3.425","67.7","7.1",88,62,15,5,1,2,15,17,11,12.5,2.27609,0.57744,0.18129,-0.0548,"92.5",145,51.61290322580645,9.67741935483871,6.8181818181818175,6.25,-1.64,-0.01,2.34,0.386,6,"0.970254958",0.412,0.495,"-0.970254958",-0.02,-0.025999999999999968,-0.021,-0.031,19.2,"57.0",8.84643537875173,-0.4410128646427321,29.55969960850229,0.5136986301369864,38.28303360401871,28.824845850092757
347,666808,"Doval, Camilo",1113,31.2,0.253,0.133,0.333,0.387,0.332,0.301,0.225,19,75,87.9,6.4,2568,94.6,94.99,49,169,178,0.4000000000000057,6.39,115,147,123,150,293,323,287,"-0.84","0.84","70.6","7.5",87,53,13,4,0,2,22,25.3,11,12.6,2.12885,0.43058,-0.01335,-0.0352,"92.5",149,39.62264150943396,5.660377358490567,3.4482758620689653,5.29,-1.52,0.14,2.2,0.356,3,"0.242074928",0.332,0.328,"-0.242074928",0.028,0.023999999999999966,0.059,0.031,29,"15.5",11.074361207661305,-5.1827060252228545,31.53803616357187,0.6121212121212121,37.52366893181804,32.62730607568741
322,552640,"Kittredge, Andrew",772,41.7,0.195,0.156,0.279,0.351,0.245,0.198,0.17,15,77,91.6,3.2,2544,92.5,93.24,58,174,148,0.7000000000000028,6.6,112,150,118,151,302,321,298,"4.666","-4.666","69.2","7.5",82,47,9,3,0,3,32,39,3,3.7,2.20158,0.46138,0.25736,0.02475,"92.4",126,47.82608695652174,6.521739130434782,3.6585365853658534,5.87,-1.66,0.03,1.83,0.222,3,"-1.449068323",0.199,0.249,"1.449068323",0.025,0.022999999999999993,0.102,0.047,33.3,"41.2",10.883129532217504,-5.65236123609868,35.533885956801655,0.5588235294117647,37.22497417903646,32.53000650855869
313,657006,"Steele, Justin",313,100,0.247,0.224,0.267,0.471,0.326,0.338,0.27,21,85,92,10.1,2453,87.3,87.06,30,162,151,-0.20000000000000284,6.26,112,151,117,151,299,323,296,"-0.985","0.985","70.1","7.2",92,65,12,4,0,5,21,22.8,5,5.4,2.3077,0.73116,-0.25429,0.06642,"92.9",150,47.69230769230769,9.230769230769232,6.521739130434782,6.1,2.03,-0.04,2.5,0.293,6,"0.314696486",0.316,0.47,"-0.314696486",-0.023,-0.02300000000000002,0.001,-0.012,18.5,"44.7",9.983499246540383,-2.1761658952303256,30.5263903773106,0.47435897435897434,36.481019932477786,29.91509760408471
290,573124,"Rogers, Taylor",899,32.3,0.261,0.261,0.298,0.522,0.349,0.325,0.261,18,69,92,11.1,2513,84.3,83.34,29,132,158,-1,5.73,111,151,119,152,300,321,298,"-2.28","2.28","69.7","7.4",75,51,8,6,0,4,19,25.3,4,5.3,2.975,0.32131,-0.10986,-0.00552,"93.3",152,54.90196078431373,9.803921568627452,6.666666666666667,5.65,1.9,-0.43,2.47,0.307,5,"0.786206897",0.308,0.446,"-0.786206897",0,-0.0010000000000000009,0.076,0.024,22,"29.9",11.52620497202727,-7.778674636625431,30.724237123647132,0.484375,35.54117746432838,35.60006042300222
280,663878,"Pearson, Nate",284,98.6,0.361,0.164,0.364,0.525,0.407,0.371,0.279,22,61,91,19.4,2394,93.6,94.57,24,126,154,1,6.8,112,149,116,150,301,323,297,"-5.702","5.702","68.7","7.0",75,57,16,4,0,2,7,9.3,10,13.3,1.81196,0.80396,0.1085,0.06357,"92.8",183,45.614035087719294,7.017543859649122,5.333333333333334,5.59,-1.11,0.11,2.54,0.44,4,"2.036428571",0.384,0.457,"-2.036428571",0.082,0.055999999999999994,0.068,0.036,19,"39.8",5.714798643321475,4.156131310731448,30.157501840424512,0.528,37.66014766946231,28.03730919793418
279,608371,"Sims, Lucas",279,100,0.275,0.216,0.333,0.49,0.433,0.404,0.24,14,51,85.6,13.1,2797,89.6,88.94,36,102,177,-0.6999999999999886,5.92,110,148,121,147,307,322,301,"-8.128","8.128","67.5","7.2",72,38,8,3,1,2,13,18.1,14,19.4,2.02025,0.85305,-0.35982,-0.06986,"92.0",159,39.473684210526315,10.526315789473683,5.555555555555555,5.72,-1.3,0.37,2.42,0.486,4,"2.913261649",0.461,0.419,"-2.913261649",0.035,0.024999999999999967,0.071,0.029,35.3,"40.0",9.716519916996202,-2.898037605381719,32.5897700508113,0.54,37.58020309854851,28.902623311181696
258,664141,"Brubaker, JT",473,54.5,0.189,0.075,0.233,0.264,0.273,0.337,0.249,10,53,90.1,12.8,2311,90.6,89.35,24,115,143,-1.1999999999999886,5.67,115,150,124,152,296,323,286,"2.802","-2.802","70.6","7.6",63,43,7,2,1,0,10,15.9,9,14.3,2.28717,0.524,0.93212,-0.11,"91.8",154,41.86046511627907,6.976744186046512,4.761904761904762,6.28,-2.52,0.1,1.95,0.317,3,"-1.086046512",0.368,0.384,"1.086046512",-0.06,-0.05099999999999999,-0.12,-0.064,20.9,"45.5",12.192073317002126,-2.973046136151699,31.700344771308337,0.5929203539823009,39.520589020373336,32.27380077516197
255,691251,"Lara, Andry",255,100,0.403,0.164,0.446,0.567,0.445,0.393,0.321,27,67,89.6,5.2,2077,91.2,90.99,16,120,135,-0.20000000000000284,6.1,112,149,123,148,296,322,301,"-5.771","5.771","69.9","7.1",78,59,20,5,0,2,10,12.8,8,10.3,2.07075,0.68573,0.71401,0.00996,"92.8",141,44.06779661016949,8.47457627118644,6.41025641025641,6.31,-1.63,-0.07,2.46,0.468,5,"2.263137255",0.405,0.481,"-2.263137255",0.082,0.063,0.086,0.052,13.3,"38.9",8.449527311955205,-1.5478853179174072,31.876662361399063,0.5169491525423728,36.67044760957159,29.913601459290234
242,621112,"Blackburn, Paul",666,36.3,0.262,0.213,0.31,0.475,0.335,0.269,0.217,16,61,86.2,12.6,2293,89.5,89.17,29,116,126,-0.29999999999999716,6.15,115,150,133,152,290,320,288,"-2.037","2.037","70.5","7.3",65,45,10,2,1,3,16,24.6,4,6.2,2.56207,0.31835,0.16434,0.03409,"90.8",136,35.55555555555556,6.666666666666667,4.615384615384616,6.03,-2.06,0.18,2.37,0.308,3,"0.841735537",0.265,0.346,"-0.841735537",0.045,0.04299999999999998,0.129,0.066,25,"45.3",8.744344338804357,3.7737043651593765,31.945983735869838,0.5391304347826087,38.786055034777355,29.906424453287492
